"Row.names" "Gene_Name" "FeatureStart" "FeatureEnd" "P1_nonsyn" "P2_nonsyn" "P1_syn" "P2_syn" "D_nonsyn" "D_syn" "exon_length" "length" "Dtotal" "Dn_cont" "Ds_cont" "Dtotal_cont" "dif_or_not" "dnds" "logFC" "logCPM" "PValue" "fdr" "Chromosome" "Bias"
"136" "HEXB" "HEXB" 60538578 60555471 1 0 0 0 0 1 1866 16893 1 0 0.000535905680600214 0.000535905680600214 "DIF" 0 0.157174376397841 5.43020447777599 0.468313336239103 0.846491281278061 "Z" "Unbias"
"137" "HINT1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.175178916927756 6.09289682963514 0.287415334382075 0.735696912460199 "Z" "Unbias"
"138" "HINT2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.171095193894777 2.99761837698167 0.583135682006471 0.895108898605697 "Z" "Unbias"
"139" "HMGCR" "HMGCR" 60312318 60332351 0 0 0 0 0 1 4613 20033 1 0 0.000216778668978972 0.000216778668978972 "DIF" 0 0.299902233019744 8.09097553952327 0.0279694588038522 0.273782537748064 "Z" "Unbias"
"140" "HMGCS1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.275831879143327 7.14052351255239 0.157050317720833 0.59629476906122 "Z" "Unbias"
"141" "HNRNPK" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.235430974799563 7.24911379102134 0.143061646595161 0.574286637778761 "Z" "Unbias"
"142" "HOMER1" "HOMER1" 58505186 58593629 0 0 0 0 0 2 3813 88443 2 0 0.000524521374246 0.000524521374246 "DIF" 0 0.11577100026086 4.45401465912782 0.585389948531123 0.896789092136625 "Z" "Unbias"
"143" "HOOK3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.136789238965229 8.1708589462791 0.49686647590625 0.858831743506109 "Z" "Unbias"
"144" "HSD17B4" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.00917944490344141 7.0784226866729 0.943826148958082 1 "Z" "Unbias"
"145" "HSDL2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0770016223540519 4.09797881077846 0.719870540265659 0.942526081503726 "Z" "Unbias"
"146" "IDUA" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0134368504310892 8.34139474716652 0.919628099039222 1 "Z" "Unbias"
"147" "IER3IP1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.596764129673873 5.79861908841253 0.000746289521586322 0.0363099766810628 "Z" "Unbias"
"148" "IL11RA" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.179958485926396 4.90731548023001 0.440473529449947 0.828682412310042 "Z" "Unbias"
"149" "IL31RA" "IL31RA" 50129304 50163690 1 1 0 1 2 0 4383 34386 2 0.000456308464522017 0 0.000456308464522017 "DIF" 2 0.398682593736142 3.94934288776847 0.103299680123189 0.499478138686501 "Z" "Unbias"
"150" "IL6ST" "IL6ST" 50176185 50208724 2 0 1 0 1 0 8842 32539 1 0.000113096584483149 0 0.000113096584483149 "DIF" 1 -0.450292087474056 6.2848278510334 0.0128406714547599 0.18695174563742 "Z" "Unbias"
"151" "INIP" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0355850268843834 5.30600430885783 0.846428318611319 0.985535123914218 "Z" "Unbias"
"152" "IPO11" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.462811624062725 8.06953724686627 0.00132720656832253 0.0510133964644238 "Z" "Unbias"
"153" "ISCA1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.021484673895113 5.07482264498718 0.916356132795021 1 "Z" "Unbias"
"154" "ISOC1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.16509256962275 4.78041748614506 0.551351333317331 0.881630321292423 "Z" "Unbias"
"155" "ITGA1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.579959467365138 5.30046630597533 0.00438118743242202 0.108341757955914 "Z" "Unbias"
"156" "ITGA2" "ITGA2" 48975196 49042119 1 0 1 0 0 1 14981 66923 1 0 6.67512182097323e-05 6.67512182097323e-05 "DIF" 0 0.28451055501801 4.86714441626625 0.176839480610083 0.624543966589545 "Z" "Unbias"
"157" "JAK2" "JAK2" 63506797 63594739 0 0 6 0 0 1 8454 87942 1 0 0.000118287201324817 0.000118287201324817 "DIF" 0 0.0176655752168385 5.73629637870707 0.915927921173532 1 "Z" "Unbias"
"158" "JMY" "JMY" 58602658 58666117 0 0 2 0 2 1 8377 63459 3 0.00023874895547332 0.00011937447773666 0.00035812343320998 "DIF" 1 -0.0609337379281166 6.06619520242022 0.726265214156883 0.946385375120694 "Z" "Unbias"
"159" "KANK1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.629760398900308 5.54284379402048 0.00047824879499744 0.0263860615077296 "Z" "Unbias"
"160" "KATNAL2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0202443621692284 5.96362785916905 0.900976912854229 1 "Z" "Unbias"
"161" "KDM4C" "KDM4C" 64065189 64312746 1 1 1 0 1 0 4347 247557 1 0.000230043708304578 0 0.000230043708304578 "DIF" 1 0.15972533449533 5.0919355957341 0.377795870524954 0.790772224182836 "Z" "Unbias"
"162" "KIAA0825" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.359061345233305 6.78803542020165 0.0303154462189757 0.286295995373472 "Z" "Unbias"
"163" "KIAA1328" "KIAA1328" 40183801 40359677 1 0 0 0 1 0 7329 175876 1 0.000136444262518761 0 0.000136444262518761 "DIF" 1 0.109321078832952 5.82935146711816 0.568214314695558 0.888180386070266 "Z" "Unbias"
"164" "KIAA2026" "KIAA2026" 63803187 63853533 5 0 3 1 1 0 11925 50346 1 8.38574423480084e-05 0 8.38574423480084e-05 "DIF" 1 0.109748929225101 7.55581084596631 0.480777928649529 0.853322263979928 "Z" "Unbias"
"165" "KIF24" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.135885579509145 8.93577608469847 0.358473094824357 0.782261873830933 "Z" "Unbias"
"166" "KIF27" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.279570539126912 8.30765907707039 0.0462782927540687 0.350614319150569 "Z" "Unbias"
"167" "KIF2A" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.457744989389291 8.92781221624423 0.00586733557732424 0.12741289367632 "Z" "Unbias"
"168" "KLF9" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.091654105911771 4.72159127176653 0.698992447470164 0.937000919760341 "Z" "Unbias"
"169" "LIFR" "LIFR" 45247582 45302959 0 2 1 0 1 1 10307 55377 2 9.70214417386242e-05 9.70214417386242e-05 0.000194042883477248 "DIF" 0.5 -0.384455440976331 5.4702419127264 0.0694301168093075 0.416404221180599 "Z" "Unbias"
"170" "LIPG" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0368803257052321 5.56233988129278 0.869264400684113 0.992472888885313 "Z" "Unbias"
"171" "LMBRD2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.225690624148994 4.91844943690181 0.231523036682396 0.681559864310211 "Z" "Unbias"
"172" "LOC100190031" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.546329967458027 5.05442747931974 0.00804369378881658 0.148118243725634 "Z" "Unbias"
"173" "LOC100217858" "LOC100217858" 35013774 35025733 0 0 0 0 0 1 1727 11959 1 0 0.000579038795599305 0.000579038795599305 "DIF" 0 0.157248422375557 5.31815322840144 0.389282674837719 0.79682883289793 "Z" "Unbias"
"174" "LOC100218271" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.409174027233393 3.6938015263318 0.33853025896015 0.769332524270827 "Z" "Unbias"
"175" "LOC100218959" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.116752034399141 6.63109354325852 0.414973814480214 0.815728444386524 "Z" "Unbias"
"176" "LOC100219485" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.328251723288166 4.28086677419152 0.167789479496477 0.61268840987668 "Z" "Unbias"
"177" "LOC100220412" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.210324049617907 1.84570714917537 0.589814732951184 0.897990735797305 "Z" "Unbias"
"178" "LOC100221074" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.353595293505608 5.65115437037668 0.0499574402598283 0.361165334043246 "Z" "Unbias"
"179" "LOC100221408" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.47889946299074 4.59155039271077 0.044619320557269 0.343920712129592 "Z" "Unbias"
"180" "LOC100221697" "LOC100221697" 34995141 35000474 0 0 0 0 1 0 2954 5333 1 0.0003385240352065 0 0.0003385240352065 "DIF" 1 -0.134426369946271 5.88756439476736 0.405357006132251 0.809100162317983 "Z" "Unbias"
"181" "LOC100221796" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.187065317336124 7.82882697714666 0.283713090365056 0.732820815552471 "Z" "Unbias"
"182" "LOC100221996" "LOC100221996" 56163894 56244161 0 0 4 0 0 3 13686 80267 3 0 0.000219202104340202 0.000219202104340202 "DIF" 0 0.344840038685796 5.77057732858517 0.0332410143989729 0.300299516584707 "Z" "Unbias"
"183" "LOC100222616" "LOC100222616" 62928264 62932371 2 0 0 0 1 0 2765 4107 1 0.000361663652802893 0 0.000361663652802893 "DIF" 1 0.0724019246245269 4.41964308122961 0.738576396266985 0.95114188355535 "Z" "Unbias"
"184" "LOC100222722" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.263641161102319 6.80824632452248 0.0829897053154307 0.452428013844339 "Z" "Unbias"
"185" "LOC100222802" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -1.73364487759668 1.8190382794303 1.15716920989734e-05 0.00157021703978001 "Z" "AB_bias"
"186" "LOC100223460" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0722467802295022 4.8712942563433 0.784359254613804 0.966536940597445 "Z" "Unbias"
"187" "LOC100223901" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.363432369251134 3.99269219294428 0.197520320024245 0.648706012588882 "Z" "Unbias"
"188" "LOC100224449" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0867226516873454 5.93556885611361 0.648167687047597 0.921742030607944 "Z" "Unbias"
"189" "LOC100224554" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0676696654593165 6.22746997543815 0.655684882749509 0.923712307325148 "Z" "Unbias"
"190" "LOC100224709" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.199328032651862 6.63530702642229 0.166754734756969 0.611787733529305 "Z" "Unbias"
"191" "LOC100225249" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.00782519224342559 8.38875660761222 0.949011868207794 1 "Z" "Unbias"
"192" "LOC100225683" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.319372101919091 1.91092600988819 0.337034593561323 0.768197980606487 "Z" "Unbias"
"193" "LOC100226145" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.116188533633984 4.10867058552472 0.611018007675059 0.90772325306356 "Z" "Unbias"
"194" "LOC100226213" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.255085341822362 2.22746053433591 0.524729542016225 0.872355298297159 "Z" "Unbias"
"195" "LOC100227710" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.130604828500824 7.04959459278423 0.457453277970539 0.838955276287377 "Z" "Unbias"
"196" "LOC100228406" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.124431696688843 4.25465445271481 0.574473178340139 0.889638761676087 "Z" "Unbias"
"197" "LOC100229057" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.119051059722968 6.92316711283948 0.457946220233833 0.839119317577679 "Z" "Unbias"
"198" "LOC100229438" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.415039367566387 8.57134698994573 0.00416342280989399 0.10413975796288 "Z" "Unbias"
"199" "LOC100229949" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.860769781175391 5.82183393773027 0.00380636521889943 0.097535994086954 "Z" "Unbias"
"200" "LOC100230245" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.00899177209029438 5.04004682658816 0.959699062206547 1 "Z" "Unbias"
"201" "LOC100231488" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.91343808177742 5.5563391917194 0.000222362026267921 0.0158348081267876 "Z" "Unbias"
"202" "LOC100231574" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.240410935164627 3.29484315997807 0.360698890192015 0.783427934225679 "Z" "Unbias"
"203" "LOC101233669" "LOC101233669" 11911053 11929338 11 6 6 7 3 0 3209 18285 3 0.000934870676223122 0 0.000934870676223122 "DIF" 3 -1.4635918863523 5.45464774139739 9.95736804618899e-14 1.64026301343722e-10 "Z" "AB_bias"
"204" "LOC105760841" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.737778902385219 3.59799130258877 0.0128916736605247 0.186986023873598 "Z" "Unbias"
"205" "LOC105760853" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.630314911891337 5.5532918820939 0.00278211329243156 0.0798023591418615 "Z" "Unbias"
"206" "LOC105760877" "LOC105760877" 63385678 63392309 6 1 1 0 3 3 2507 6631 6 0.00119664938173115 0.00119664938173115 0.00239329876346231 "DIF" 0.75 -0.460158541745665 7.43715171861513 0.0206935557312613 0.239127641908399 "Z" "Unbias"
"207" "LOC105760879" "LOC105760879" 62937789 62939378 3 0 1 0 2 1 927 1589 3 0.00215749730312837 0.00107874865156419 0.00323624595469256 "DIF" 1 0.416488454617907 8.98698096424304 0.00585362873817613 0.12741289367632 "Z" "Unbias"
"208" "LOC115490699" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.552208910560514 3.18774808812036 0.156258334168096 0.595444432019932 "Z" "Unbias"
"209" "LOC115490934" "LOC115490934" 30157076 30158669 0 0 0 0 0 1 1348 1593 1 0 0.000741839762611276 0.000741839762611276 "DIF" 0 -0.196896561399957 3.00417369936594 0.536752396541783 0.877291549896995 "Z" "Unbias"
"210" "LOC115490958" "LOC115490958" 24351806 24352726 3 0 0 0 1 1 820 920 2 0.00121951219512195 0.00121951219512195 0.0024390243902439 "DIF" 0.5 -1.77202059103789 1.61846786983512 9.02665959786502e-06 0.00130108014778727 "Z" "AB_bias"
"211" "LOC115490962" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0340283929689891 5.95499056979009 0.86040044454276 0.988227955897448 "Z" "Unbias"
"212" "LOC115490965" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.223006072352215 6.27417639984069 0.315861670305484 0.753319496822266 "Z" "Unbias"
"213" "LOC115490968" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.208074728762945 3.5803733518206 0.537846545178607 0.877534168513639 "Z" "Unbias"
"214" "LOC115490988" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.538894755321685 3.52579145453176 0.0888768929439395 0.46860514519276 "Z" "Unbias"
"215" "LOC115490998" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.378459566188248 2.61428348476322 0.333533314097165 0.76649386296206 "Z" "Unbias"
"216" "LOC115491004" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 1.13802063394983 0.941537744067496 0.0021012053519479 0.0669309362246167 "Z" "Unbias"
"217" "LOC115491011" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.344313217791205 5.42889631050365 0.0515084928533874 0.366133582771041 "Z" "Unbias"
"218" "LOC115491013" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.351834905830137 2.29728892976352 0.278408677594052 0.731542399712218 "Z" "Unbias"
"219" "LOC115491017" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.176305230660091 5.33105311528513 0.330215736775275 0.764452254702033 "Z" "Unbias"
"220" "LOC115491022" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0696944330365416 5.19518423841258 0.808529374885061 0.973528454165784 "Z" "Unbias"
"221" "LOC115491039" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.390014979879443 6.72076048864016 0.184307105173195 0.634045171961189 "Z" "Unbias"
"222" "LOC115491049" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.382586088265153 7.61642919133196 0.064633715325219 0.404468336244117 "Z" "Unbias"
"223" "LOC115491055" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.685689741414516 -0.332944018058402 0.112525919293679 0.515509088349391 "Z" "Unbias"
"224" "LOC115491059" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.640919342471616 3.26189328519014 0.0253192833984461 0.2637774932709 "Z" "Unbias"
"225" "LOC115491068" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.369150357221957 1.98703489083416 0.278167972529875 0.731542399712218 "Z" "Unbias"
"226" "LOC115491081" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0874743637579157 4.61874827594539 0.670457159796068 0.92742792568967 "Z" "Unbias"
"227" "LOC115491084" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.292168320540349 3.74148101643831 0.280331134652926 0.731779031983962 "Z" "Unbias"
"228" "LOC115491085" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 1.31111798158843 5.11542343539263 9.84066814141871e-09 4.93359757994344e-06 "Z" "AA_bias"
"229" "LOC115491093" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.619658533969771 6.3310727414465 0.141227049286394 0.572853526343476 "Z" "Unbias"
"230" "LOC115491097" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.130499575412737 4.10125678833715 0.748708895155522 0.954897147271303 "Z" "Unbias"
"231" "LOC115491099" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.438505807019391 3.19688059173264 0.172041687382736 0.617433145723724 "Z" "Unbias"
"232" "LOC115491102" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.939607715650153 6.11318519825792 0.0130449090713895 0.188497301381193 "Z" "Unbias"
"233" "LOC115491103" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.395852933481064 4.25481388154169 0.623284269617975 0.912407908773285 "Z" "Unbias"
"234" "LOC115491111" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.13593603108946 5.13189181131466 0.441222623770793 0.828891833610462 "Z" "Unbias"
"235" "LOC115491113" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.358074690569738 8.48343266235953 0.107434075231417 0.506054869891124 "Z" "Unbias"
"236" "LOC115491124" "LOC115491124" 30719441 30722225 0 0 0 0 1 0 2085 2784 1 0.000479616306954436 0 0.000479616306954436 "DIF" 1 0.354803579815003 4.83531023726009 0.19484907737802 0.645073231682416 "Z" "Unbias"
"237" "LOC115491125" "LOC115491125" 32040080 32058967 1 0 0 0 1 1 2345 18887 2 0.000426439232409382 0.000426439232409382 0.000852878464818763 "DIF" 0.5 0.619036070334769 5.48015912967742 0.00869298160065558 0.152153223358229 "Z" "Unbias"
"238" "LOC115491134" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.392711953717192 2.71936837502008 0.469175031859767 0.846491281278061 "Z" "Unbias"
"239" "LOC115491168" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.110220861101269 7.04361480205427 0.669859655823717 0.927170232814475 "Z" "Unbias"
"240" "LOC115491169" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.897357605385814 4.92556568223119 0.0849169454394113 0.458330821997496 "Z" "Unbias"
"241" "LOC115491170" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0328746241585575 6.7921993513402 0.852781697336355 0.986836604177678 "Z" "Unbias"
"242" "LOC115491171" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -3.00192657293709 1.32043992233115 9.85178474674348e-10 6.31116277303884e-07 "Z" "AB_bias"
"243" "LOC115491178" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.738416572179509 5.1397986284395 0.0445751767580505 0.343810276386007 "Z" "Unbias"
"244" "LOC115491179" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.165682652894384 1.39772254869132 0.642814502397897 0.918727569056786 "Z" "Unbias"
"245" "LOC115491206" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.571316640308971 3.92262517824118 0.0505135763061106 0.363137187272919 "Z" "Unbias"
"246" "LOC115491209" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.628066302192705 5.28792034547501 0.00700533902197352 0.138384627617874 "Z" "Unbias"
"247" "LOC115491213" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.195657576905317 3.6724417286372 0.63386967207137 0.915474848278428 "Z" "Unbias"
"248" "LOC115491217" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.333996103325341 2.84153208489697 0.236041608206357 0.687466131699923 "Z" "Unbias"
"249" "LOC115491220" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.480967062204672 0.563912533286194 0.288961974143116 0.736439564502731 "Z" "Unbias"
"250" "LOC115491226" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.230653386296544 1.05762470942653 0.773413403014388 0.96198789431011 "Z" "Unbias"
"251" "LOC115491242" "LOC115491242" 32008270 32023745 10 8 3 4 2 1 2657 15475 3 0.000752728641324802 0.000376364320662401 0.0011290929619872 "DIF" 1 0.807864555585386 3.77446128266928 0.00401409610885857 0.101920189907361 "Z" "Unbias"
"252" "LOC115491256" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.921179811318375 4.3657804015441 0.0586868448997633 0.390264134105635 "Z" "Unbias"
"253" "LOC115491257" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.16617710224813 5.2857967148683 0.354043354014077 0.778553695626903 "Z" "Unbias"
"254" "LOC115491268" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.055720079497437 1.01023807783717 0.878387494827654 0.99564531122368 "Z" "Unbias"
"255" "LOC115491283" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0895272156229807 4.01408823497887 0.706478337563903 0.938744411447123 "Z" "Unbias"
"256" "LOC115491289" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0 -4.60341216511213 1 1 "Z" "Unbias"
"257" "LOC115491290" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.139818407119717 -1.45046472840278 0.817389586228259 0.975202152634099 "Z" "Unbias"
"258" "LOC115491294" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0 -4.60341216511213 1 1 "Z" "Unbias"
"259" "LOC115491296" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -1.86186332809339 -3.68774344757095 0.281589639128071 0.732418251893417 "Z" "Unbias"
"260" "LOC115498245" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.100615081341035 3.52170233393508 0.691657582257764 0.93477253066756 "Z" "Unbias"
"261" "LOC116806615" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 1.11099925825973 9.81164791416366 1.13245621314835e-06 0.000247034650330673 "Z" "AA_bias"
"262" "LOC116806640" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.204147381998316 7.95250358918405 0.265979461925117 0.718519745837947 "Z" "Unbias"
"263" "LOC116806649" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.191360706763039 2.0204669421413 0.577736072635527 0.892305174992143 "Z" "Unbias"
"264" "LOC116806754" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.232346307880493 2.70822241773053 0.438225328517068 0.827904348635934 "Z" "Unbias"
"265" "LOC116806757" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.532963579211297 5.29964237923871 0.174152775700213 0.619234206163174 "Z" "Unbias"
"266" "LOC116806769" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.164204778019262 5.49343167048275 0.425098820136749 0.821212011224133 "Z" "Unbias"
"267" "LOC116806788" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.125531528110332 5.5578997298074 0.762106433329435 0.9598584462398 "Z" "Unbias"
"268" "LOC116806790" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.506287531245756 2.92352884696054 0.103063381333628 0.499128034505696 "Z" "Unbias"
"269" "LOC116806847" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0671397044007649 3.68621633349386 0.83904077741758 0.982979243471148 "Z" "Unbias"
"270" "LOC116807240" "LOC116807240" 58182748 58223849 19 24 11 12 3 1 8523 41101 4 0.000351988736360436 0.000117329578786812 0.000469318315147249 "DIF" 1.5 -0.483743879769272 8.95799234731497 0.00787595476135149 0.145860226255861 "Z" "Unbias"
"271" "LOC116807245" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -1.18894447501155 5.3054126929851 7.75872931086073e-10 5.56682577698175e-07 "Z" "AB_bias"
"272" "LOC116807250" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -1.66112295007392 4.97805437834667 6.10470538432138e-08 2.42735716505551e-05 "Z" "AB_bias"
"273" "LOC116807261" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0901807560698813 6.35068215093917 0.690805924110508 0.934390980752876 "Z" "Unbias"
"274" "LOC116807934" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.187146755727975 4.08721359376966 0.540414690149333 0.877883393943731 "Z" "Unbias"
"275" "LOC116808085" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0147733940826693 4.82800572957134 0.950131953610866 1 "Z" "Unbias"
"276" "LOC116808147" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.706744343626772 8.54025567528918 0.000876610697791822 0.0393315095573444 "Z" "Unbias"
"277" "LOC121468097" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.689756056406453 0.733086454847242 0.0812522055579804 0.446790263371041 "Z" "Unbias"
