Pos,FST,Ahaps_pi,Bhaps_pi,n.sites,Ahaps_pis,Bhaps_pis,A_Tajima.D,A_n.segregating.sites,A_Rozas.R_2,A_Fu.Li.F,A_Fu.Li.D,A_Fu.F_S,A_Fay.Wu.H,A_Zeng.E,A_Strobeck.S,B_Tajima.D,B_n.segregating.sites,B_Rozas.R_2,B_Fu.Li.F,B_Fu.Li.D,B_Fu.F_S,B_Fay.Wu.H,B_Zeng.E,B_Strobeck.S,dxy,region
3670000,-0.0031713814537595,235.5,258.75,1e+05,0.002355,0.0025875,-1.36872168981829,813,NA,-2.41021403224561,-2.1876748707573,NA,0.801987463492856,-2.3166377679946,NA,-1.40891860894207,902,NA,-2.50150334611805,-2.27505218690154,NA,0.880319300389275,-2.45235569570239,NA,246.34375,3660002 - 3760001 :
3680000,-0.00287530266343605,229.857142857143,243.5,1e+05,0.00229857142857143,0.002435,-1.37636651242281,795,NA,-2.43119592666227,-2.20841117190626,NA,0.754591692779884,-2.26646033257803,NA,-1.42876513803956,853,NA,-2.5299612767933,-2.29946479073627,NA,0.822658777860057,-2.40131694661203,NA,236,3670002 - 3770001 :
3690000,-0.00265505319656767,227.785714285714,240.892857142857,1e+05,0.00227785714285714,0.00240892857142857,-1.41351153474282,795,NA,-2.50641967466775,-2.27887998830939,NA,0.790970080172853,-2.34702043693243,NA,-1.46761395033679,852,NA,-2.58879656330025,-2.35073068212925,NA,0.805673745026518,-2.4189217326286,NA,233.71875,3680002 - 3780001 :
3700000,-0.00173481127079289,243.642857142857,246.142857142857,1e+05,0.00243642857142857,0.00246142857142857,-1.38293124513815,844,NA,-2.46206814817178,-2.24070789414907,NA,0.833356560694531,-2.36907948664291,NA,-1.52444153209746,883,NA,-2.69887004623084,-2.45285074403835,NA,0.799490805817718,-2.46776878446151,NA,244.46875,3690002 - 3790001 :
3710000,0.000474482339769544,235.25,234.964285714286,1e+05,0.0023525,0.00234964285714286,-1.36292744530088,811,NA,-2.41766314485256,-2.19837723814913,NA,0.839111488626953,-2.35587410823666,NA,-1.54359960504189,847,NA,-2.75571538725386,-2.50963055518356,NA,0.79577468318571,-2.48155885403034,NA,235.21875,3700002 - 3800001 :
3720000,-0.00305059523809281,238.964285714286,242.5,1e+05,0.00238964285714286,0.002425,-1.36393940685796,824,NA,-2.40542927846941,-2.18413562529737,NA,0.785806595232315,-2.2925098953103,NA,-1.51556074227212,868,NA,-2.70334441779035,-2.46141177238746,NA,0.764689254255424,-2.41665369868734,NA,240,3710002 - 3810001 :
3730000,-0.00199264255057985,236.571428571429,230.357142857143,1e+05,0.00236571428571429,0.00230357142857143,-1.35503228114779,814,NA,-2.4190024912462,-2.20299247449162,NA,0.842625284593972,-2.35903777126129,NA,-1.50801375221803,823,NA,-2.68291080258413,-2.44130348360627,NA,0.768180779245244,-2.41276536048597,NA,233,3720002 - 3820001 :
3740000,-0.000664108618651404,242.285714285714,242.035714285714,1e+05,0.00242285714285714,0.00242035714285714,-1.3267328462242,828,NA,-2.36799107745457,-2.15641856223621,NA,0.836417965667024,-2.32380962187536,NA,-1.50477167096124,864,NA,-2.71274382054343,-2.47628473644127,NA,0.836619230134179,-2.4931265929682,NA,242,3730002 - 3830001 :
3750000,-0.000986823010388216,230.357142857143,231.535714285714,1e+05,0.00230357142857143,0.00231535714285714,-1.34124365048137,790,NA,-2.3869518723331,-2.17218443307623,NA,0.814778006284431,-2.31156936876904,NA,-1.47782165513931,821,NA,-2.64610049686569,-2.41154387884806,NA,0.8249042375125,-2.45175990120299,NA,230.71875,3740002 - 3840001 :
3760000,-7.117944337387e-05,251.178571428571,250.607142857143,1e+05,0.00251178571428571,0.00250607142857143,-1.36347348754132,866,NA,-2.40239473792637,-2.18085893088454,NA,0.779330437958803,-2.29104382760914,NA,-1.45235511105737,883,NA,-2.56156122406297,-2.32590770541075,NA,0.751277952773675,-2.33846607911602,NA,250.875,3750002 - 3850001 :
3770000,-0.00101212712316423,245.357142857143,240.321428571429,1e+05,0.00245357142857143,0.00240321428571429,-1.34412341255432,842,NA,-2.38718759819693,-2.17128281376971,NA,0.790171521476463,-2.28498776219211,NA,-1.43903833869323,844,NA,-2.56376317898964,-2.33365843262433,NA,0.762359673913857,-2.33823727163114,NA,242.59375,3760002 - 3860001 :
3780000,-0.00137979283673539,232.178571428571,227.892857142857,1e+05,0.00232178571428571,0.00227892857142857,-1.34519128265262,797,NA,-2.40447207867561,-2.19044047129246,NA,0.832014894126679,-2.33637983464161,NA,-1.43205944316195,799,NA,-2.5676602881708,-2.34084126378825,NA,0.79891939174888,-2.37494310182641,NA,229.71875,3770002 - 3870001 :
3790000,-0.000606404413057149,227.964285714286,228.75,1e+05,0.00227964285714286,0.0022875,-1.35820881446323,785,NA,-2.40457654234733,-2.18545207941977,NA,0.799421544485623,-2.30960299710255,NA,-1.42696210372382,801,NA,-2.56215671168632,-2.33661922895244,NA,0.809312067772815,-2.38255371151453,NA,228.21875,3780002 - 3880001 :
3800000,-0.000462036038809455,198.642857142857,207.357142857143,1e+05,0.00198642857142857,0.00207357142857143,-1.36979343314686,686,NA,-2.40596425652666,-2.18255771852607,NA,0.764384662839145,-2.27764390271301,NA,-1.38658245352775,719,NA,-2.49081511773365,-2.27187931686551,NA,0.812173637337667,-2.34482864372286,NA,202.90625,3790002 - 3890001 :
3810000,-0.00300558179475985,211.535714285714,226.464285714286,1e+05,0.00211535714285714,0.00226464285714286,-1.38949110950694,734,NA,-2.45915762474118,-2.23492437550463,NA,0.793954672427618,-2.33326182680041,NA,-1.38544906907083,785,NA,-2.46452755558797,-2.24254233856714,NA,0.796268618983085,-2.3256906742199,NA,218.34375,3800002 - 3900001 :
3820000,-0.00308513664310728,197.535714285714,211.785714285714,1e+05,0.00197535714285714,0.00211785714285714,-1.44013389457239,694,NA,-2.55034273891226,-2.31817982920005,NA,0.825225584347623,-2.42042101226236,NA,-1.41800221658487,740,NA,-2.53132566780483,-2.3053256638294,NA,0.858435438217688,-2.43211578239953,NA,204.03125,3810002 - 3910001 :
3830000,-0.00476050048447374,206.142857142857,219.75,1e+05,0.00206142857142857,0.0021975,-1.46120661754658,728,NA,-2.57044967177831,-2.33260404247752,NA,0.782888445660646,-2.38284849582075,NA,-1.41367774500196,767,NA,-2.48154524838656,-2.25070860480765,NA,0.791180077668412,-2.34694931813049,NA,211.9375,3820002 - 3920001 :
3840000,-0.00625498509718092,207.321428571429,220.714285714286,1e+05,0.00207321428571429,0.00220714285714286,-1.44370202239626,729,NA,-2.53175800487005,-2.2957274578851,NA,0.780119614514709,-2.36232504714696,NA,-1.37423945393044,763,NA,-2.37138978785652,-2.14164208017648,NA,0.742795076191493,-2.24954341369178,NA,212.6875,3830002 - 3930001 :
3850000,-0.00603053589076219,215.071428571429,230.285714285714,1e+05,0.00215071428571429,0.00230285714285714,-1.42085613275019,752,NA,-2.5089705663546,-2.27891415478716,NA,0.781078428231109,-2.34149373476022,NA,-1.37904909769279,797,NA,-2.37894218401697,-2.14826485360038,NA,0.746484985227591,-2.25931139150812,NA,221.34375,3840002 - 3940001 :
3860000,-0.00874888829137888,210.071428571429,225.392857142857,1e+05,0.00210071428571429,0.00225392857142857,-1.41792746079394,734,NA,-2.48927959466697,-2.25781423184468,NA,0.802400499730522,-2.36408392060842,NA,-1.41531377553589,787,NA,-2.47132723507361,-2.23849428740356,NA,0.82470051812952,-2.38950305681198,NA,215.84375,3850002 - 3950001 :
3870000,-0.00743946976869747,220.857142857143,244.642857142857,1e+05,0.00220857142857143,0.00244642857142857,-1.41970028771645,772,NA,-2.50334687074481,-2.27299176963318,NA,0.851895594128222,-2.42647729346036,NA,-1.40966288299256,853,NA,-2.4536101410003,-2.22063034140686,NA,0.845914149672348,-2.41070749928232,NA,231.03125,3860002 - 3960001 :
3880000,-0.00896208349291205,222.464285714286,247.964285714286,1e+05,0.00222464285714286,0.00247964285714286,-1.4217209601392,778,NA,-2.49935097379024,-2.2676740772172,NA,0.841635641262932,-2.41614763105004,NA,-1.40219489041385,863,NA,-2.44640098553861,-2.21540626974312,NA,0.851951885887581,-2.41082668491404,NA,233.125,3870002 - 3970001 :
3890000,-0.00934717008905328,233.357142857143,256.428571428571,1e+05,0.00233357142857143,0.00256428571428571,-1.41634499150246,815,NA,-2.5085358946044,-2.28014436002796,NA,0.883173138464848,-2.4618089434536,NA,-1.42755079782625,898,NA,-2.4867867929208,-2.25108785316386,NA,0.852466247409802,-2.43687802894789,NA,242.625,3880002 - 3980001 :
3900000,-0.0105545894385211,249.107142857143,274.928571428571,1e+05,0.00249107142857143,0.00274928571428571,-1.4258104861968,872,NA,-2.52272362736554,-2.29242859836441,NA,0.846982753639823,-2.42815817015028,NA,-1.44123076904332,966,NA,-2.5252499669012,-2.28916741779602,NA,0.846584784095452,-2.44407320865658,NA,259.28125,3890002 - 3990001 :
3910000,-0.0107459725564367,234.571428571429,256.714285714286,1e+05,0.00234571428571429,0.00256714285714286,-1.42013646182482,820,NA,-2.50408559621473,-2.27361797519324,NA,0.842535288936865,-2.4163972803473,NA,-1.43659247481897,901,NA,-2.52096953459612,-2.28618819020235,NA,0.87165876092485,-2.46906624968693,NA,243.03125,3900002 - 4000001 :
3920000,-0.00892629431267311,235.785714285714,258.714285714286,1e+05,0.00235785714285714,0.00258714285714286,-1.40900387096598,822,NA,-2.50275112491095,-2.27648262323543,NA,0.86562765249707,-2.4334568350203,NA,-1.42304627452129,905,NA,-2.49891077755393,-2.26656493624805,NA,0.875127677151987,-2.46000079529264,NA,245.0625,3910002 - 4010001 :
3930000,-0.0107224087512163,236.464285714286,263.464285714286,1e+05,0.00236464285714286,0.00263464285714286,-1.40719410900132,824,NA,-2.51667045035113,-2.29293310474991,NA,0.863033280405117,-2.42856778777073,NA,-1.41147217979985,919,NA,-2.51085639534946,-2.28461548373697,NA,0.91986828213307,-2.50301689323018,NA,247.3125,3920002 - 4020001 :
3940000,-0.00893780469788519,230.928571428571,256.892857142857,1e+05,0.00230928571428571,0.00256892857142857,-1.44389497149074,812,NA,-2.59360349256556,-2.36551783821217,NA,0.872175364058906,-2.47551698477224,NA,-1.44277490522451,903,NA,-2.59126656333334,-2.36325395673345,NA,0.954419729001284,-2.57545306042776,NA,241.75,3930002 - 4030001 :
3950000,-0.0089366328241578,231.678571428571,257.214285714286,1e+05,0.00231678571428571,0.00257214285714286,-1.44570768303717,815,NA,-2.56737380592843,-2.33514144653705,NA,0.853260845026602,-2.45444028387616,NA,-1.44667928299309,905,NA,-2.58927527185809,-2.35946603209562,NA,0.9253698715605,-2.54412225516777,NA,242.28125,3940002 - 4040001 :
3960000,-0.0101811768478413,211.714285714286,238.321428571429,1e+05,0.00211714285714286,0.00238321428571429,-1.46841002404178,749,NA,-2.62053238226748,-2.3863884171789,NA,0.847061433348932,-2.46803931962298,NA,-1.43427928498738,836,NA,-2.55857366773206,-2.32966593127582,NA,0.90803149150777,-2.50989108205886,NA,222.75,3950002 - 4050001 :
3970000,-0.0110332641614084,210.178571428571,229.178571428571,1e+05,0.00210178571428571,0.00229178571428571,-1.48154181893093,746,NA,-2.63458513798807,-2.3971226274825,NA,0.811141967546118,-2.43739037402207,NA,-1.4546901077079,808,NA,-2.58033592239372,-2.34627489424276,NA,0.853464680962394,-2.46339774214241,NA,217.28125,3960002 - 4060001 :
3980000,-0.0105791505791484,223.357142857143,244.035714285714,1e+05,0.00223357142857143,0.00244035714285714,-1.50298147727375,797,NA,-2.68308092908073,-2.44349417744494,NA,0.820096699048644,-2.47025535370426,NA,-1.44831575346992,859,NA,-2.55541214777863,-2.32055774972854,NA,0.860715475225036,-2.46673210374762,NA,231.25,3970002 - 4070001 :
3990000,-0.00942751742041059,223.285714285714,238.464285714286,1e+05,0.00223285714285714,0.00238464285714286,-1.49420589357593,795,NA,-2.64039806608579,-2.3986769761947,NA,0.792009462669797,-2.42758054128683,NA,-1.42697024967936,835,NA,-2.525174457622,-2.29476963680041,NA,0.859625695718985,-2.44405576818501,NA,228.71875,3980002 - 4080001 :
4e+06,-0.00778638483556304,218.035714285714,231.5,1e+05,0.00218035714285714,0.002315,-1.48739327537456,775,NA,-2.65234621132803,-2.41488228744513,NA,0.847012365068036,-2.48713167589575,NA,-1.40359030134719,806,NA,-2.4925368243635,-2.26707115691279,NA,0.90734937829582,-2.47840248405866,NA,223.03125,3990002 - 4090001 :
4010000,-0.00847180307602513,241.642857142857,253.642857142857,1e+05,0.00241642857142857,0.00253642857142857,-1.48335519574436,858,NA,-2.60685377896853,-2.3649595794287,NA,0.788982123143605,-2.41426852686249,NA,-1.39869061233581,882,NA,-2.4855894243343,-2.26108830880197,NA,0.895054153747623,-2.45987275648229,NA,245.5625,4000002 - 4100001 :
4020000,-0.00817676345531559,243.178571428571,252.214285714286,1e+05,0.00243178571428571,0.00252214285714286,-1.47659686345245,862,NA,-2.57447267429396,-2.33099452762153,NA,0.746499290143608,-2.35621703274506,NA,-1.40320084246985,878,NA,-2.47107130201366,-2.24289988003877,NA,0.846393927099887,-2.40529721863291,NA,245.6875,4010002 - 4110001 :
4030000,-0.00422441532294027,248.178571428571,250.607142857143,1e+05,0.00248178571428571,0.00250607142857143,-1.47332483538185,879,NA,-2.55868025629001,-2.31440970895471,NA,0.764088484010103,-2.37455238829808,NA,-1.41066540934997,874,NA,-2.49145461273023,-2.26301920454427,NA,0.842214328054012,-2.40751720434417,NA,248.34375,4020002 - 4120001 :
4040000,-0.0060672917815745,251.214285714286,253.642857142857,1e+05,0.00251214285714286,0.00253642857142857,-1.45172286520967,885,NA,-2.5131921311947,-2.27145569630052,NA,0.755657690862659,-2.34317814640191,NA,-1.40797158052659,884,NA,-2.46316610537475,-2.23208103462186,NA,0.792043854429954,-2.34422364020669,NA,250.90625,4030002 - 4130001 :
4050000,-0.00543661123802153,252.285714285714,254.642857142857,1e+05,0.00252285714285714,0.00254642857142857,-1.46637327558984,892,NA,-2.55425722489433,-2.3121316346998,NA,0.778478432961915,-2.38533131476269,NA,-1.37316518252588,880,NA,-2.42363893826499,-2.20106500200145,NA,0.82756895182399,-2.35298149021158,NA,252.09375,4040002 - 4140001 :
4060000,-0.00366300366300121,252.75,261,1e+05,0.0025275,0.00261,-1.45441529787286,891,NA,-2.53784456858515,-2.29827215738874,NA,0.794657655993533,-2.39316036742974,NA,-1.39157486874292,906,NA,-2.47271625103151,-2.24931291101921,NA,0.826715691870498,-2.37040062175779,NA,255.9375,4050002 - 4150001 :
4070000,-0.00306560392397071,243.785714285714,252.857142857143,1e+05,0.00243785714285714,0.00252857142857143,-1.44774690196422,858,NA,-2.5251704353642,-2.28658281204618,NA,0.794762211957841,-2.38625978670201,NA,-1.39276136333887,878,NA,-2.4787316633676,-2.2556662094226,NA,0.843569475730257,-2.39160947540218,NA,247.5625,4060002 - 4160001 :
4080000,-0.000739462657133316,250,257.5,1e+05,0.0025,0.002575,-1.4018102100485,870,NA,-2.42088549235915,-2.18669820553128,NA,0.771488783455428,-2.31306883177388,NA,-1.37377108930511,890,NA,-2.44741195516547,-2.22770494548211,NA,0.822019128467024,-2.34698869356759,NA,253.5625,4070002 - 4170001 :
4090000,0.000555733315372398,256.285714285714,273.607142857143,1e+05,0.00256285714285714,0.00273607142857143,-1.39783478633842,891,NA,-2.42361673086018,-2.19133588134204,NA,0.749659528362847,-2.28299609737725,NA,-1.3621869284657,943,NA,-2.40435251394083,-2.18353355106145,NA,0.789565718396193,-2.29693299989121,NA,265.09375,4080002 - 4180001 :
4100000,0.00229234746134932,270.035714285714,277.892857142857,1e+05,0.00270035714285714,0.00277892857142857,-1.39878974795643,939,NA,-2.4281364665515,-2.19604299552049,NA,0.770023914875531,-2.30921258442224,NA,-1.37612105844599,961,NA,-2.40956948532623,-2.18394568729199,NA,0.750733623685027,-2.26378730895691,NA,274.59375,4090002 - 4190001 :
4110000,0.0057531994833887,258.928571428571,270.321428571429,1e+05,0.00258928571428571,0.00270321428571429,-1.40155097570305,901,NA,-2.45928122148334,-2.23020095720965,NA,0.797338382361785,-2.34455142504643,NA,-1.39007282574751,938,NA,-2.44506067284531,-2.21860982791382,NA,0.753212719508796,-2.28025295034717,NA,266.15625,4100002 - 4200001 :
4120000,0.00622245268343502,264.142857142857,283.428571428571,1e+05,0.00264142857142857,0.00283428571428571,-1.37851418550124,914,NA,-2.42325510995108,-2.1985078430033,NA,0.794178090663701,-2.31823108420302,NA,-1.38395336101535,982,NA,-2.4564642304252,-2.23388868305851,NA,0.778099584645784,-2.30489275655922,NA,275.5,4110002 - 4210001 :
4130000,0.00677615711496704,259.5,281,1e+05,0.002595,0.00281,-1.36496546146442,895,NA,-2.37840884699673,-2.15312948384928,NA,0.780496642299233,-2.28808525496434,NA,-1.36871860556117,970,NA,-2.39695577945161,-2.1725865122552,NA,0.738249862783138,-2.24147351530062,NA,272.09375,4120002 - 4220001 :
4140000,0.0061659101631788,266.428571428571,279,1e+05,0.00266428571428571,0.00279,-1.3564596668193,917,NA,-2.38137771041586,-2.1598175870704,NA,0.798801612753556,-2.30217795133127,NA,-1.35969286940347,961,NA,-2.38838281273562,-2.16644455146315,NA,0.765791318142892,-2.26587291220642,NA,274.40625,4130002 - 4230001 :
4150000,0.0057183824659055,254.714285714286,265.357142857143,1e+05,0.00254714285714286,0.00265357142857143,-1.36260286807161,878,NA,-2.38922638860058,-2.16630190373576,NA,0.78519748075785,-2.29123269171019,NA,-1.38210330507586,919,NA,-2.42513862811275,-2.19922405869743,NA,0.779976333114303,-2.30461511122631,NA,261.53125,4140002 - 4240001 :
4160000,0.00295126425779946,279.5,278.535714285714,1e+05,0.002795,0.00278535714285714,-1.35658656995012,962,NA,-2.36271865981779,-2.13864182560404,NA,0.705689093598193,-2.18998723038399,NA,-1.3449572647579,956,NA,-2.3669449343794,-2.14799646666467,NA,0.762431255965965,-2.24724698703107,NA,279.84375,4150002 - 4250001 :
4170000,0.00159132804991624,281.25,284.535714285714,1e+05,0.0028125,0.00284535714285714,-1.3693032125304,971,NA,-2.38300741452429,-2.15658198799151,NA,0.708111608620437,-2.20553252963474,NA,-1.34246530856018,976,NA,-2.36938563923564,-2.15172624477046,NA,0.770582067033304,-2.25489287232867,NA,283.34375,4160002 - 4260001 :
4180000,0.00193688048308283,270.714285714286,276.785714285714,1e+05,0.00270714285714286,0.00276785714285714,-1.39722640381677,941,NA,-2.44575650879297,-2.21658276910659,NA,0.715233608700982,-2.24130080134595,NA,-1.3493451605878,951,NA,-2.39368474110025,-2.17651382848053,NA,0.792075347702494,-2.28743327390701,NA,274.28125,4170002 - 4270001 :
4190000,0.00362301181134494,273.071428571429,274.5,1e+05,0.00273071428571429,0.002745,-1.38773604628948,947,NA,-2.43367482008712,-2.20664738916422,NA,0.732545248688588,-2.25301309853897,NA,-1.37493981118698,949,NA,-2.45244104068825,-2.23289955829385,NA,0.83904573952677,-2.3695134887503,NA,274.78125,4180002 - 4280001 :
4200000,0.0030813610437308,269.714285714286,273.357142857143,1e+05,0.00269714285714286,0.00273357142857143,-1.39930245714678,938,NA,-2.46940747537692,-2.24251488412625,NA,0.747483190337582,-2.28238933569471,NA,-1.36157742158263,942,NA,-2.43978558329913,-2.22384457428904,NA,0.87685802877227,-2.40210727258954,NA,272.375,4190002 - 4290001 :
4210000,-6.79624847061966e-05,262.607142857143,262.928571428571,1e+05,0.00262607142857143,0.00262928571428571,-1.40247194218009,914,NA,-2.49123485288529,-2.26596684123674,NA,0.776539738991791,-2.32042316496461,NA,-1.38394408491188,911,NA,-2.47045947779903,-2.24975753755739,NA,0.864846650125061,-2.40916360304564,NA,262.75,4200002 - 4300001 :
4220000,-0.00177242112725784,256.178571428571,248.464285714286,1e+05,0.00256178571428571,0.00248464285714286,-1.4178796169755,895,NA,-2.51862935859832,-2.29090134005943,NA,0.780034809966515,-2.33956560085846,NA,-1.3986876134052,864,NA,-2.48086086314291,-2.25575360957214,NA,0.846186059523936,-2.40040756305521,NA,251.875,4210002 - 4310001 :
4230000,-0.00157320477036071,268.642857142857,260,1e+05,0.00268642857142857,0.0026,-1.44155821236021,944,NA,-2.57491223964891,-2.34521355147555,NA,0.785666556061984,-2.37030368458103,NA,-1.38459541161471,901,NA,-2.48639264571762,-2.26752577920478,NA,0.891844542756795,-2.44238450154967,NA,263.90625,4220002 - 4320001 :
4240000,0.000296042893327408,267.857142857143,274.857142857143,1e+05,0.00267857142857143,0.00274857142857143,-1.46624991134651,947,NA,-2.61800446923491,-2.38423721777026,NA,0.822476310208164,-2.43924066545265,NA,-1.39553165087853,955,NA,-2.51828040474057,-2.2992580755038,NA,0.924703771354717,-2.49365365118192,NA,271.4375,4230002 - 4330001 :
4250000,0.00257731958763041,286.035714285714,294.464285714286,1e+05,0.00286035714285714,0.00294464285714286,-1.45327682172741,1008,NA,-2.58705273560463,-2.35430217632872,NA,0.819216504412535,-2.42323186705217,NA,-1.39514248022561,1023,NA,-2.5083793010572,-2.28818071812159,NA,0.899405904182379,-2.46338097783281,NA,291,4240002 - 4340001 :
4260000,0.00471025720483553,280.928571428571,292.607142857143,1e+05,0.00280928571428571,0.00292607142857143,-1.4409318112957,987,NA,-2.57214497345924,-2.34230733914975,NA,0.872198702693162,-2.47506835418217,NA,-1.38074919265825,1013,NA,-2.46384591098401,-2.24348151059634,NA,0.922951913236017,-2.4776503911548,NA,288.125,4250002 - 4350001 :
4270000,0.00439125321901357,293.392857142857,303.785714285714,1e+05,0.00293392857142857,0.00303785714285714,-1.43393596492694,1029,NA,-2.56641897656946,-2.33856193110021,NA,0.885336536922899,-2.48457121334727,NA,-1.40921557959234,1059,NA,-2.52017728935586,-2.29597345915593,NA,0.934922631382831,-2.52066011639662,NA,299.90625,4260002 - 4360001 :
4280000,0.00196417577907582,302.857142857143,305.071428571429,1e+05,0.00302857142857143,0.00305071428571429,-1.44089388725593,1064,NA,-2.59192453899827,-2.36465480180015,NA,0.901778766465818,-2.5117128412556,NA,-1.41888931837451,1066,NA,-2.53956033726824,-2.31408709744481,NA,0.948976252341302,-2.54729120448152,NA,304.5625,4270002 - 4370001 :
4290000,0.00134713122282959,289.75,292.714285714286,1e+05,0.0028975,0.00292714285714286,-1.4529447094457,1021,NA,-2.62358448940833,-2.39574051454779,NA,0.912502670477626,-2.53612493724544,NA,-1.39141311304982,1016,NA,-2.49510995791941,-2.27464389339333,NA,0.945876464394766,-2.51596636381019,NA,291.625,4280002 - 4380001 :
4300000,0.000252286345003072,278.821428571429,287.285714285714,1e+05,0.00278821428571429,0.00287285714285714,-1.42595440654741,976,NA,-2.56095376074493,-2.33554547402373,NA,0.889198328038976,-2.48080705701382,NA,-1.40306495210692,1000,NA,-2.50728924137133,-2.2838437310578,NA,0.921266609887094,-2.49742641913064,NA,283.125,4290002 - 4390001 :
4310000,-0.000266846657351216,279.357142857143,289.607142857143,1e+05,0.00279357142857143,0.00289607142857143,-1.43063999345267,979,NA,-2.55041732418046,-2.32178607625186,NA,0.857341250022492,-2.44684130208695,NA,-1.3864208830202,1004,NA,-2.49080438843475,-2.27174320638096,NA,0.942730926074271,-2.50710859714711,NA,284.40625,4300002 - 4400001 :
4320000,0.00115169204070498,275.214285714286,290.071428571429,1e+05,0.00275214285714286,0.00290071428571429,-1.44121623885963,967,NA,-2.54681483434502,-2.31356020621357,NA,0.825189357319826,-2.4181402197834,NA,-1.37159945190803,1002,NA,-2.45882750451263,-2.24140888720482,NA,0.948320672264084,-2.49927587311162,NA,282.96875,4310002 - 4410001 :
4330000,-0.00198532585239342,249.178571428571,269.035714285714,1e+05,0.00249178571428571,0.00269035714285714,-1.4432554543111,876,NA,-2.53912627078902,-2.30411813534847,NA,0.810102458420504,-2.40068854578769,NA,-1.38769100919596,933,NA,-2.46495251803889,-2.24204439619769,NA,0.932697797038309,-2.49535280478612,NA,258.59375,4320002 - 4420001 :
4340000,-0.00276099086748949,225.5,238.214285714286,1e+05,0.002255,0.00238214285714286,-1.43403989268452,791,NA,-2.51457282329749,-2.2800359498334,NA,0.740633693396336,-2.3061670630082,NA,-1.37691581750097,824,NA,-2.44000423729751,-2.21813483762629,NA,0.885599519578983,-2.42613818254822,NA,231.21875,4330002 - 4430001 :
4350000,-0.0040138926439679,209.714285714286,221.321428571429,1e+05,0.00209714285714286,0.00221321428571429,-1.41372950146803,732,NA,-2.49170371841689,-2.26220665239101,NA,0.744775566339235,-2.29015919138797,NA,-1.3520235764637,761,NA,-2.39317235630759,-2.17500535702063,NA,0.864700660166775,-2.3752892313098,NA,214.65625,4340002 - 4440001 :
4360000,-0.00243309002432968,186.714285714286,199.535714285714,1e+05,0.00186714285714286,0.00199535714285714,-1.44628609212646,657,NA,-2.57895234986074,-2.34815507946781,NA,0.771577802300758,-2.35291400925875,NA,-1.40495895412279,695,NA,-2.49681876222102,-2.27147209528571,NA,0.854944401219235,-2.41412994630969,NA,192.65625,4350002 - 4450001 :
4370000,-0.00181005842593529,190.392857142857,200,1e+05,0.00190392857142857,0.002,-1.43454210686172,668,NA,-2.53164588438649,-2.2992623370013,NA,0.745954280960179,-2.31064852170486,NA,-1.3596997306308,689,NA,-2.38578131260902,-2.163697022418,NA,0.800629849318827,-2.3038269730187,NA,194.84375,4360002 - 4460001 :
4380000,0.00412667501275288,185.214285714286,198.321428571429,1e+05,0.00185214285714286,0.00198321428571429,-1.42298774211986,648,NA,-2.49620649486195,-2.26374980878437,NA,0.755487300833659,-2.31035903441539,NA,-1.30928734587212,675,NA,-2.27132892851923,-2.05409263393427,NA,0.776176934692183,-2.22444050086814,NA,192.5625,4370002 - 4470001 :
4390000,0.00391323252331177,178.678571428571,189.5,1e+05,0.00178678571428571,0.001895,-1.43502381729764,627,NA,-2.51260174745109,-2.27758804166339,NA,0.768155811928684,-2.33694922171495,NA,-1.30933853859369,645,NA,-2.26767545380966,-2.04997354325643,NA,0.753864223702088,-2.19680718819705,NA,184.8125,4380002 - 4480001 :
4400000,0.00486822225952843,180.642857142857,189.857142857143,1e+05,0.00180642857142857,0.00189857142857143,-1.41642293895855,631,NA,-2.46565566437341,-2.23180322464507,NA,0.760040534270141,-2.30899109997945,NA,-1.26865727417608,640,NA,-2.21294352840065,-2.00406734574419,NA,0.740376660120828,-2.14045587625504,NA,186.15625,4390002 - 4490001 :
4410000,0.00893464115762044,179.285714285714,185.178571428571,1e+05,0.00179285714285714,0.00185178571428571,-1.37519009343949,620,NA,-2.39231132128811,-2.16507521809264,NA,0.748162144872276,-2.25388430330606,NA,-1.24660671566396,621,NA,-2.13431755075144,-1.92384174890141,NA,0.667881111063681,-2.03067413591515,NA,183.875,4400002 - 4500001 :
4420000,0.00881023906293521,173.678571428571,176.892857142857,1e+05,0.00173678571428571,0.00176892857142857,-1.3640263371403,599,NA,-2.40643503225798,-2.18545644931935,NA,0.834180944724215,-2.34639200671128,NA,-1.23057141907094,591,NA,-2.11892762420888,-1.9127728029202,NA,0.67926161525139,-2.02796321824658,NA,176.84375,4410002 - 4510001 :
4430000,0.0164235907128822,172.035714285714,171.785714285714,1e+05,0.00172035714285714,0.00171785714285714,-1.29792796060773,584,NA,-2.31241545612769,-2.10511786438252,NA,0.839948574210229,-2.28811766066446,NA,-1.17066297507206,566,NA,-2.020693579393,-1.82525000355967,NA,0.671928329135795,-1.95969956295157,NA,174.78125,4420002 - 4520001 :
4440000,0.0207279096924889,180.857142857143,178.535714285714,1e+05,0.00180857142857143,0.00178535714285714,-1.29157684286775,613,NA,-2.30186606394039,-2.09564688644173,NA,0.845521802189203,-2.28945174537875,NA,-1.14679183172614,585,NA,-1.97442785009134,-1.78228432101004,NA,0.696063755956174,-1.96598713647042,NA,183.5,4430002 - 4530001 :
